Location,Selector,Degree,Male Population,Female Population,Median Age (Male),Median Age (Female),Total Population,Population Density,Zoom Level,Top Left Degree,Bottom Right Degree,id
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(49),39.553 21.465 Degrees,82,70,N/A,N/A,152,Population Density: 950.00/sq km,7,39.551 21.466 Degrees,39.555 21.463 Degrees,49
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(50),39.596 21.508 Degrees,36,33,N/A,N/A,69,Population Density: 431.30/sq km,7,39.594 21.510 Degrees,39.598 21.506 Degrees,50
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(51),39.578 21.471 Degrees,43,34,N/A,N/A,77,Population Density: 481.30/sq km,7,39.577 21.473 Degrees,39.580 21.470 Degrees,51
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(52),39.603 21.501 Degrees,51,46,N/A,N/A,97,Population Density: 606.30/sq km,7,39.602 21.503 Degrees,39.605 21.500 Degrees,52
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(53),39.614 21.495 Degrees,75,86,N/A,N/A,161,"Population Density: 1,006.30/sq km",7,39.612 21.496 Degrees,39.616 21.493 Degrees,53
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(54),39.629 21.522 Degrees,80,82,N/A,N/A,162,"Population Density: 1,012.50/sq km",7,39.627 21.523 Degrees,39.630 21.520 Degrees,54
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(55),39.661 21.532 Degrees,35,22,N/A,N/A,57,Population Density: 356.30/sq km,7,39.659 21.533 Degrees,39.663 21.530 Degrees,55
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(56),39.664 21.532 Degrees,49,38,N/A,N/A,87,Population Density: 543.80/sq km,7,39.663 21.533 Degrees,39.666 21.530 Degrees,56
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(57),39.664 21.535 Degrees,41,47,N/A,N/A,88,Population Density: 550.00/sq km,7,39.663 21.537 Degrees,39.666 21.533 Degrees,57
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(58),39.711 21.475 Degrees,Protected,Protected,N/A,N/A,34,Population Density: 212.50/sq km,7,39.709 21.476 Degrees,39.713 21.473 Degrees,58
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(59),39.794 21.471 Degrees,1261,1071,N/A,N/A,"2,332","Population Density: 14,575.00/sq km",7,39.792 21.473 Degrees,39.796 21.470 Degrees,59
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(60),39.772 21.525 Degrees,440,353,N/A,N/A,793,"Population Density: 4,956.30/sq km",7,39.770 21.526 Degrees,39.774 21.523 Degrees,60
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(61),39.765 21.498 Degrees,26,20,N/A,N/A,46,Population Density: 287.50/sq km,7,39.763 21.500 Degrees,39.767 21.496 Degrees,61
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(62),39.761 21.501 Degrees,64,41,N/A,N/A,105,Population Density: 656.30/sq km,7,39.760 21.503 Degrees,39.763 21.500 Degrees,62
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(63),39.779 21.528 Degrees,789,627,N/A,N/A,"1,416","Population Density: 8,850.00/sq km",7,39.778 21.530 Degrees,39.781 21.527 Degrees,63
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(64),39.812 21.475 Degrees,107,81,N/A,N/A,188,"Population Density: 1,175.00/sq km",7,39.810 21.476 Degrees,39.814 21.473 Degrees,64
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(65),39.783 21.488 Degrees,61,63,N/A,N/A,124,Population Density: 775.00/sq km,7,39.781 21.490 Degrees,39.785 21.486 Degrees,65
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(66),39.790 21.511 Degrees,335,326,N/A,N/A,661,"Population Density: 4,131.30/sq km",7,39.789 21.513 Degrees,39.792 21.510 Degrees,66
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(67),39.769 21.461 Degrees,23,24,N/A,N/A,47,Population Density: 293.80/sq km,7,39.767 21.463 Degrees,39.770 21.460 Degrees,67
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(68),39.761 21.475 Degrees,Protected,Protected,N/A,N/A,37,Population Density: 231.30/sq km,7,39.760 21.476 Degrees,39.763 21.473 Degrees,68
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(69),39.794 21.475 Degrees,1339,918,N/A,N/A,"2,257","Population Density: 14,106.30/sq km",7,39.792 21.476 Degrees,39.796 21.473 Degrees,69
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(70),39.808 21.481 Degrees,219,187,N/A,N/A,406,"Population Density: 2,537.50/sq km",7,39.806 21.483 Degrees,39.810 21.480 Degrees,70
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(71),39.812 21.458 Degrees,54,45,N/A,N/A,99,Population Density: 618.80/sq km,7,39.810 21.460 Degrees,39.814 21.456 Degrees,71
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(72),39.787 21.535 Degrees,510,467,N/A,N/A,977,"Population Density: 6,106.30/sq km",7,39.785 21.537 Degrees,39.789 21.533 Degrees,72
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(73),39.779 21.495 Degrees,153,137,N/A,N/A,290,"Population Density: 1,812.50/sq km",7,39.778 21.496 Degrees,39.781 21.493 Degrees,73
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(74),39.779 21.475 Degrees,398,335,N/A,N/A,733,"Population Density: 4,581.30/sq km",7,39.778 21.476 Degrees,39.781 21.473 Degrees,74
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(75),39.812 21.455 Degrees,1410,829,N/A,N/A,"2,239","Population Density: 13,993.80/sq km",7,39.810 21.456 Degrees,39.814 21.453 Degrees,75
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(76),39.815 21.458 Degrees,1113,802,N/A,N/A,"1,915","Population Density: 11,968.80/sq km",7,39.814 21.460 Degrees,39.817 21.456 Degrees,76
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(77),39.797 21.481 Degrees,994,601,N/A,N/A,"1,595","Population Density: 9,968.80/sq km",7,39.796 21.483 Degrees,39.799 21.480 Degrees,77
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(78),39.801 21.461 Degrees,133,115,N/A,N/A,248,"Population Density: 1,550.00/sq km",7,39.799 21.463 Degrees,39.803 21.460 Degrees,78
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(79),39.765 21.501 Degrees,28,22,N/A,N/A,50,Population Density: 312.50/sq km,7,39.763 21.503 Degrees,39.767 21.500 Degrees,79
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(80),39.794 21.535 Degrees,1151,1014,N/A,N/A,"2,165","Population Density: 13,531.30/sq km",7,39.792 21.537 Degrees,39.796 21.533 Degrees,80
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(81),39.797 21.528 Degrees,599,395,N/A,N/A,994,"Population Density: 6,212.50/sq km",7,39.796 21.530 Degrees,39.799 21.527 Degrees,81
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(82),39.783 21.468 Degrees,226,191,N/A,N/A,417,"Population Density: 2,606.30/sq km",7,39.781 21.470 Degrees,39.785 21.466 Degrees,82
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(83),39.790 21.528 Degrees,589,591,N/A,N/A,"1,180","Population Density: 7,375.00/sq km",7,39.789 21.530 Degrees,39.792 21.527 Degrees,83
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(84),39.801 21.495 Degrees,347,269,N/A,N/A,616,"Population Density: 3,850.00/sq km",7,39.799 21.496 Degrees,39.803 21.493 Degrees,84
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(85),39.790 21.468 Degrees,250,172,N/A,N/A,422,"Population Density: 2,637.50/sq km",7,39.789 21.470 Degrees,39.792 21.466 Degrees,85
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(86),39.787 21.532 Degrees,654,465,N/A,N/A,"1,119","Population Density: 6,993.80/sq km",7,39.785 21.533 Degrees,39.789 21.530 Degrees,86
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(87),39.801 21.492 Degrees,1045,731,N/A,N/A,"1,776","Population Density: 11,100.00/sq km",7,39.799 21.493 Degrees,39.803 21.490 Degrees,87
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(88),39.787 21.471 Degrees,936,794,N/A,N/A,"1,730","Population Density: 10,812.50/sq km",7,39.785 21.473 Degrees,39.789 21.470 Degrees,88
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(89),39.801 21.532 Degrees,49,30,N/A,N/A,79,Population Density: 493.80/sq km,7,39.799 21.533 Degrees,39.803 21.530 Degrees,89
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(90),39.808 21.455 Degrees,791,390,N/A,N/A,"1,181","Population Density: 7,381.30/sq km",7,39.806 21.456 Degrees,39.810 21.453 Degrees,90
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(91),39.797 21.475 Degrees,32,36,N/A,N/A,68,Population Density: 425.00/sq km,7,39.796 21.476 Degrees,39.799 21.473 Degrees,91
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(92),39.779 21.468 Degrees,165,142,N/A,N/A,307,"Population Density: 1,918.80/sq km",7,39.778 21.470 Degrees,39.781 21.466 Degrees,92
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(93),39.776 21.515 Degrees,184,147,N/A,N/A,331,"Population Density: 2,068.80/sq km",7,39.774 21.516 Degrees,39.778 21.513 Degrees,93
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(94),39.787 21.492 Degrees,674,442,N/A,N/A,"1,116","Population Density: 6,975.00/sq km",7,39.785 21.493 Degrees,39.789 21.490 Degrees,94
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(95),39.783 21.525 Degrees,64,50,N/A,N/A,114,Population Density: 712.50/sq km,7,39.781 21.526 Degrees,39.785 21.523 Degrees,95
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(96),39.761 21.511 Degrees,138,88,N/A,N/A,226,"Population Density: 1,412.50/sq km",7,39.760 21.513 Degrees,39.763 21.510 Degrees,96
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(97),39.776 21.498 Degrees,51,41,N/A,N/A,92,Population Density: 575.00/sq km,7,39.774 21.500 Degrees,39.778 21.496 Degrees,97
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(98),39.779 21.501 Degrees,815,690,N/A,N/A,"1,505","Population Density: 9,406.30/sq km",7,39.778 21.503 Degrees,39.781 21.500 Degrees,98
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(99),39.790 21.501 Degrees,808,381,N/A,N/A,"1,189","Population Density: 7,431.30/sq km",7,39.789 21.503 Degrees,39.792 21.500 Degrees,99
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(100),39.794 21.468 Degrees,1357,1106,N/A,N/A,"2,463","Population Density: 15,393.80/sq km",7,39.792 21.470 Degrees,39.796 21.466 Degrees,100
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(101),39.790 21.532 Degrees,751,439,N/A,N/A,"1,190","Population Density: 7,437.50/sq km",7,39.789 21.533 Degrees,39.792 21.530 Degrees,101
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(102),39.783 21.535 Degrees,386,328,N/A,N/A,714,"Population Density: 4,462.50/sq km",7,39.781 21.537 Degrees,39.785 21.533 Degrees,102
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(103),39.761 21.505 Degrees,494,385,N/A,N/A,879,"Population Density: 5,493.80/sq km",7,39.760 21.506 Degrees,39.763 21.503 Degrees,103
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(104),39.790 21.475 Degrees,906,622,N/A,N/A,"1,528","Population Density: 9,550.00/sq km",7,39.789 21.476 Degrees,39.792 21.473 Degrees,104
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(105),39.790 21.471 Degrees,1118,910,N/A,N/A,"2,028","Population Density: 12,675.00/sq km",7,39.789 21.473 Degrees,39.792 21.470 Degrees,105
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(106),39.797 21.495 Degrees,1306,841,N/A,N/A,"2,147","Population Density: 13,418.80/sq km",7,39.796 21.496 Degrees,39.799 21.493 Degrees,106
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(107),39.783 21.532 Degrees,543,429,N/A,N/A,972,"Population Density: 6,075.00/sq km",7,39.781 21.533 Degrees,39.785 21.530 Degrees,107
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(108),39.787 21.505 Degrees,685,659,N/A,N/A,"1,344","Population Density: 8,400.00/sq km",7,39.785 21.506 Degrees,39.789 21.503 Degrees,108
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(109),39.783 21.515 Degrees,573,479,N/A,N/A,"1,052","Population Density: 6,575.00/sq km",7,39.781 21.516 Degrees,39.785 21.513 Degrees,109
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(110),39.787 21.495 Degrees,74,34,N/A,N/A,108,Population Density: 675.00/sq km,7,39.785 21.496 Degrees,39.789 21.493 Degrees,110
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(111),39.787 21.501 Degrees,119,105,N/A,N/A,224,"Population Density: 1,400.00/sq km",7,39.785 21.503 Degrees,39.789 21.500 Degrees,111
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(112),39.779 21.532 Degrees,453,381,N/A,N/A,834,"Population Density: 5,212.50/sq km",7,39.778 21.533 Degrees,39.781 21.530 Degrees,112
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(113),39.808 21.465 Degrees,54,17,N/A,N/A,71,Population Density: 443.80/sq km,7,39.806 21.466 Degrees,39.810 21.463 Degrees,113
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(114),39.797 21.461 Degrees,197,165,N/A,N/A,362,"Population Density: 2,262.50/sq km",7,39.796 21.463 Degrees,39.799 21.460 Degrees,114
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(115),39.779 21.481 Degrees,81,55,N/A,N/A,136,Population Density: 850.00/sq km,7,39.778 21.483 Degrees,39.781 21.480 Degrees,115
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(116),39.794 21.498 Degrees,144,37,N/A,N/A,181,"Population Density: 1,131.30/sq km",7,39.792 21.500 Degrees,39.796 21.496 Degrees,116
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(117),39.769 21.515 Degrees,44,29,N/A,N/A,73,Population Density: 456.30/sq km,7,39.767 21.516 Degrees,39.770 21.513 Degrees,117
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(118),39.794 21.511 Degrees,322,276,N/A,N/A,598,"Population Density: 3,737.50/sq km",7,39.792 21.513 Degrees,39.796 21.510 Degrees,118
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(119),39.797 21.498 Degrees,585,331,N/A,N/A,916,"Population Density: 5,725.00/sq km",7,39.796 21.500 Degrees,39.799 21.496 Degrees,119
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(120),39.815 21.455 Degrees,197,120,N/A,N/A,317,"Population Density: 1,981.30/sq km",7,39.814 21.456 Degrees,39.817 21.453 Degrees,120
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(121),39.801 21.488 Degrees,334,281,N/A,N/A,615,"Population Density: 3,843.80/sq km",7,39.799 21.490 Degrees,39.803 21.486 Degrees,121
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(122),39.801 21.498 Degrees,271,188,N/A,N/A,459,"Population Density: 2,868.80/sq km",7,39.799 21.500 Degrees,39.803 21.496 Degrees,122
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(123),39.787 21.525 Degrees,309,272,N/A,N/A,581,"Population Density: 3,631.30/sq km",7,39.785 21.526 Degrees,39.789 21.523 Degrees,123
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(124),39.740 21.485 Degrees,Protected,Protected,N/A,N/A,42,Population Density: 262.50/sq km,7,39.738 21.486 Degrees,39.742 21.483 Degrees,124
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(125),39.751 21.525 Degrees,259,33,N/A,N/A,292,"Population Density: 1,825.00/sq km",7,39.749 21.526 Degrees,39.752 21.523 Degrees,125
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(126),39.761 21.458 Degrees,74,52,N/A,N/A,126,Population Density: 787.50/sq km,7,39.760 21.460 Degrees,39.763 21.456 Degrees,126
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(127),39.772 21.528 Degrees,249,104,N/A,N/A,353,"Population Density: 2,206.30/sq km",7,39.770 21.530 Degrees,39.774 21.527 Degrees,127
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(128),39.794 21.465 Degrees,541,421,N/A,N/A,962,"Population Density: 6,012.50/sq km",7,39.792 21.466 Degrees,39.796 21.463 Degrees,128
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(129),39.815 21.461 Degrees,54,45,N/A,N/A,99,Population Density: 618.80/sq km,7,39.814 21.463 Degrees,39.817 21.460 Degrees,129
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(130),39.801 21.525 Degrees,189,133,N/A,N/A,322,"Population Density: 2,012.50/sq km",7,39.799 21.526 Degrees,39.803 21.523 Degrees,130
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(131),39.804 21.485 Degrees,Protected,Protected,N/A,N/A,28,Population Density: 175.00/sq km,7,39.803 21.486 Degrees,39.806 21.483 Degrees,131
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(132),39.801 21.518 Degrees,66,71,N/A,N/A,137,Population Density: 856.30/sq km,7,39.799 21.520 Degrees,39.803 21.517 Degrees,132
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(133),39.783 21.478 Degrees,1056,862,N/A,N/A,"1,918","Population Density: 11,987.50/sq km",7,39.781 21.480 Degrees,39.785 21.476 Degrees,133
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(134),39.765 21.505 Degrees,321,264,N/A,N/A,585,"Population Density: 3,656.30/sq km",7,39.763 21.506 Degrees,39.767 21.503 Degrees,134
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(135),39.769 21.455 Degrees,411,320,N/A,N/A,731,"Population Density: 4,568.80/sq km",7,39.767 21.456 Degrees,39.770 21.453 Degrees,135
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(136),39.769 21.511 Degrees,196,182,N/A,N/A,378,"Population Density: 2,362.50/sq km",7,39.767 21.513 Degrees,39.770 21.510 Degrees,136
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(137),39.794 21.478 Degrees,546,334,N/A,N/A,880,"Population Density: 5,500.00/sq km",7,39.792 21.480 Degrees,39.796 21.476 Degrees,137
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(138),39.794 21.532 Degrees,1032,745,N/A,N/A,"1,777","Population Density: 11,106.30/sq km",7,39.792 21.533 Degrees,39.796 21.530 Degrees,138
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(139),39.776 21.522 Degrees,321,289,N/A,N/A,610,"Population Density: 3,812.50/sq km",7,39.774 21.523 Degrees,39.778 21.520 Degrees,139
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(140),39.787 21.485 Degrees,45,27,N/A,N/A,72,Population Density: 450.00/sq km,7,39.785 21.486 Degrees,39.789 21.483 Degrees,140
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(141),39.779 21.478 Degrees,597,487,N/A,N/A,"1,084","Population Density: 6,775.00/sq km",7,39.778 21.480 Degrees,39.781 21.476 Degrees,141
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(142),39.787 21.465 Degrees,155,139,N/A,N/A,294,"Population Density: 1,837.50/sq km",7,39.785 21.466 Degrees,39.789 21.463 Degrees,142
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(143),39.787 21.498 Degrees,296,210,N/A,N/A,506,"Population Density: 3,162.50/sq km",7,39.785 21.500 Degrees,39.789 21.496 Degrees,143
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(144),39.779 21.522 Degrees,702,567,N/A,N/A,"1,269","Population Density: 7,931.30/sq km",7,39.778 21.523 Degrees,39.781 21.520 Degrees,144
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(145),39.797 21.478 Degrees,560,402,N/A,N/A,962,"Population Density: 6,012.50/sq km",7,39.796 21.480 Degrees,39.799 21.476 Degrees,145
