Location,Selector,Degree,HouseholdAverageSize,HouseholdMedianSize,ZoomLevel,TopLeftDegree,BottomRightDegree,ID,Parent
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(241),39.862 21.408 Degrees,3.9,3,9,39.860 21.409 Degrees,39.864 21.406 Degrees,Makkah-241-9,Makkah-572-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(14),39.776 21.441 Degrees,3.4,3,9,39.774 21.443 Degrees,39.778 21.440 Degrees,Makkah-14-9,Makkah-174-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(6),39.780 21.431 Degrees,3.9,3,9,39.778 21.433 Degrees,39.781 21.429 Degrees,Makkah-6-9,Makkah-134-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(7),39.787 21.441 Degrees,3.6,3,9,39.785 21.443 Degrees,39.789 21.440 Degrees,Makkah-7-9,Makkah-145-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(8),39.787 21.435 Degrees,3.6,3,9,39.785 21.436 Degrees,39.789 21.433 Degrees,Makkah-8-9,Makkah-152-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(9),39.780 21.438 Degrees,4.2,4,9,39.778 21.440 Degrees,39.781 21.436 Degrees,Makkah-9-9,Makkah-153-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(10),39.783 21.438 Degrees,3.9,3,9,39.781 21.440 Degrees,39.785 21.436 Degrees,Makkah-10-9,Makkah-155-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(11),39.794 21.441 Degrees,3.4,3,9,39.792 21.443 Degrees,39.796 21.440 Degrees,Makkah-11-9,Makkah-170-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(12),39.794 21.438 Degrees,2.8,2,9,39.792 21.440 Degrees,39.796 21.436 Degrees,Makkah-12-9,Makkah-172-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(13),39.790 21.438 Degrees,3.4,3,9,39.789 21.440 Degrees,39.792 21.436 Degrees,Makkah-13-9,Makkah-173-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(15),39.787 21.431 Degrees,3.6,3,9,39.785 21.433 Degrees,39.789 21.429 Degrees,Makkah-15-9,Makkah-177-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(4),39.794 21.431 Degrees,3.6,3,9,39.792 21.433 Degrees,39.796 21.429 Degrees,Makkah-4-9,Makkah-132-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(16),39.790 21.435 Degrees,3.2,3,9,39.789 21.436 Degrees,39.792 21.433 Degrees,Makkah-16-9,Makkah-184-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(17),39.780 21.435 Degrees,3.4,3,9,39.778 21.436 Degrees,39.781 21.433 Degrees,Makkah-17-9,Makkah-195-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(18),39.790 21.431 Degrees,3.3,3,9,39.789 21.433 Degrees,39.792 21.429 Degrees,Makkah-18-9,Makkah-202-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(19),39.780 21.441 Degrees,3.9,3,9,39.778 21.443 Degrees,39.781 21.440 Degrees,Makkah-19-9,Makkah-218-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(20),39.776 21.438 Degrees,3.9,3,9,39.774 21.440 Degrees,39.778 21.436 Degrees,Makkah-20-9,Makkah-220-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(21),39.783 21.431 Degrees,3.7,3,9,39.781 21.433 Degrees,39.785 21.429 Degrees,Makkah-21-9,Makkah-231-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(22),39.790 21.441 Degrees,3.5,3,9,39.789 21.443 Degrees,39.792 21.440 Degrees,Makkah-22-9,Makkah-243-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(23),39.783 21.435 Degrees,4.3,4,9,39.781 21.436 Degrees,39.785 21.433 Degrees,Makkah-23-9,Makkah-253-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(5),39.783 21.441 Degrees,4.3,4,9,39.781 21.443 Degrees,39.785 21.440 Degrees,Makkah-5-9,Makkah-133-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(3),39.787 21.438 Degrees,3.5,3,9,39.785 21.440 Degrees,39.789 21.436 Degrees,Makkah-3-9,Makkah-115-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(19),39.194 21.505 Degrees,2.0,1,9,39.192 21.506 Degrees,39.196 21.503 Degrees,Jeddah-19-9,Jeddah-163-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(9),39.176 21.501 Degrees,1.8,1,9,39.174 21.503 Degrees,39.178 21.500 Degrees,Jeddah-9-9,Jeddah-205-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(17),39.179 21.495 Degrees,3.2,2,9,39.178 21.496 Degrees,39.181 21.493 Degrees,Jeddah-17-9,Jeddah-157-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(16),39.197 21.498 Degrees,2.6,2,9,39.196 21.500 Degrees,39.199 21.496 Degrees,Jeddah-16-9,Jeddah-24-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(15),39.194 21.495 Degrees,2.9,2,9,39.192 21.496 Degrees,39.196 21.493 Degrees,Jeddah-15-9,Jeddah-146-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(14),39.183 21.501 Degrees,2.9,2,9,39.181 21.503 Degrees,39.185 21.500 Degrees,Jeddah-14-9,Jeddah-145-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(13),39.179 21.505 Degrees,2.6,2,9,39.178 21.506 Degrees,39.181 21.503 Degrees,Jeddah-13-9,Jeddah-144-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(12),39.190 21.505 Degrees,1.9,2,9,39.188 21.506 Degrees,39.192 21.503 Degrees,Jeddah-12-9,Jeddah-141-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(11),39.194 21.501 Degrees,2.7,2,9,39.192 21.503 Degrees,39.196 21.500 Degrees,Jeddah-11-9,Jeddah-134-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(10),39.187 21.495 Degrees,2.5,2,9,39.185 21.496 Degrees,39.188 21.493 Degrees,Jeddah-10-9,Jeddah-133-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(8),39.176 21.505 Degrees,2.6,2,9,39.174 21.506 Degrees,39.178 21.503 Degrees,Jeddah-8-9,Jeddah-199-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(2),39.794 21.435 Degrees,3.5,3,9,39.792 21.436 Degrees,39.796 21.433 Degrees,Makkah-2-9,Makkah-102-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(7),39.165 21.501 Degrees,3.0,2,9,39.163 21.503 Degrees,39.167 21.500 Degrees,Jeddah-7-9,Jeddah-188-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(6),39.172 21.495 Degrees,2.8,1,9,39.171 21.496 Degrees,39.174 21.493 Degrees,Jeddah-6-9,Jeddah-179-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(5),39.172 21.498 Degrees,3.4,2,9,39.171 21.500 Degrees,39.174 21.496 Degrees,Jeddah-5-9,Jeddah-173-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(4),39.169 21.505 Degrees,3.3,2,9,39.167 21.506 Degrees,39.171 21.503 Degrees,Jeddah-4-9,Jeddah-159-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(3),39.176 21.495 Degrees,3.2,2,9,39.174 21.496 Degrees,39.178 21.493 Degrees,Jeddah-3-9,Jeddah-158-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(2),39.176 21.498 Degrees,3.1,2,9,39.174 21.500 Degrees,39.178 21.496 Degrees,Jeddah-2-9,Jeddah-153-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(1),39.165 21.505 Degrees,2.5,2,9,39.163 21.506 Degrees,39.167 21.503 Degrees,Jeddah-1-9,Jeddah-143-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(1),39.776 21.431 Degrees,2.3,2,9,39.774 21.433 Degrees,39.778 21.429 Degrees,Makkah-1-9,Makkah-97-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(24),39.801 21.441 Degrees,3.2,2,9,39.799 21.443 Degrees,39.803 21.440 Degrees,Makkah-24-9,Makkah-103-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(26),39.797 21.441 Degrees,3.1,2,9,39.796 21.443 Degrees,39.799 21.440 Degrees,Makkah-26-9,Makkah-110-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(27),39.808 21.441 Degrees,2.8,3,9,39.806 21.443 Degrees,39.810 21.440 Degrees,Makkah-27-9,Makkah-111-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(58),39.783 21.428 Degrees,3.7,3,9,39.781 21.429 Degrees,39.785 21.426 Degrees,Makkah-58-9,Makkah-126-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(50),39.859 21.438 Degrees,4.0,3,9,39.857 21.440 Degrees,39.860 21.436 Degrees,Makkah-50-9,Makkah-275-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(51),39.862 21.438 Degrees,4.4,4,9,39.860 21.440 Degrees,39.864 21.436 Degrees,Makkah-51-9,Makkah-391-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(52),39.866 21.441 Degrees,3.8,3,9,39.864 21.443 Degrees,39.868 21.440 Degrees,Makkah-52-9,Makkah-396-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(53),39.862 21.431 Degrees,3.2,3,9,39.860 21.433 Degrees,39.864 21.429 Degrees,Makkah-53-9,Makkah-398-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(54),39.862 21.441 Degrees,3.9,3,9,39.860 21.443 Degrees,39.864 21.440 Degrees,Makkah-54-9,Makkah-400-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(55),39.859 21.431 Degrees,3.7,3,9,39.857 21.433 Degrees,39.860 21.429 Degrees,Makkah-55-9,Makkah-361-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(56),39.794 21.414 Degrees,4.0,3,9,39.792 21.416 Degrees,39.796 21.413 Degrees,Makkah-56-9,Makkah-109-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(57),39.787 21.428 Degrees,2.9,2,9,39.785 21.429 Degrees,39.789 21.426 Degrees,Makkah-57-9,Makkah-119-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(59),39.776 21.424 Degrees,3.7,3,9,39.774 21.426 Degrees,39.778 21.423 Degrees,Makkah-59-9,Makkah-135-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(28),39.815 21.435 Degrees,2.9,2,9,39.814 21.436 Degrees,39.817 21.433 Degrees,Makkah-28-9,Makkah-112-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(60),39.790 21.418 Degrees,3.6,3,9,39.789 21.419 Degrees,39.792 21.416 Degrees,Makkah-60-9,Makkah-141-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(61),39.776 21.411 Degrees,3.6,3,9,39.774 21.413 Degrees,39.778 21.409 Degrees,Makkah-61-9,Makkah-150-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(62),39.776 21.418 Degrees,3.6,3,9,39.774 21.419 Degrees,39.778 21.416 Degrees,Makkah-62-9,Makkah-156-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(63),39.776 21.414 Degrees,3.6,3,9,39.774 21.416 Degrees,39.778 21.413 Degrees,Makkah-63-9,Makkah-157-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(64),39.783 21.424 Degrees,3.3,3,9,39.781 21.426 Degrees,39.785 21.423 Degrees,Makkah-64-9,Makkah-165-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(65),39.783 21.411 Degrees,3.8,3,9,39.781 21.413 Degrees,39.785 21.409 Degrees,Makkah-65-9,Makkah-167-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(66),39.787 21.424 Degrees,3.5,3,9,39.785 21.426 Degrees,39.789 21.423 Degrees,Makkah-66-9,Makkah-175-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(67),39.794 21.421 Degrees,3.6,3,9,39.792 21.423 Degrees,39.796 21.419 Degrees,Makkah-67-9,Makkah-179-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(49),39.866 21.438 Degrees,4.5,4,9,39.864 21.440 Degrees,39.868 21.436 Degrees,Makkah-49-9,Makkah-386-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(48),39.859 21.435 Degrees,3.2,3,9,39.857 21.436 Degrees,39.860 21.433 Degrees,Makkah-48-9,Makkah-264-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(47),39.801 21.438 Degrees,3.9,3,9,39.799 21.440 Degrees,39.803 21.436 Degrees,Makkah-47-9,Makkah-252-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(46),39.797 21.438 Degrees,3.2,2,9,39.796 21.440 Degrees,39.799 21.436 Degrees,Makkah-46-9,Makkah-245-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(29),39.801 21.435 Degrees,3.1,2,9,39.799 21.436 Degrees,39.803 21.433 Degrees,Makkah-29-9,Makkah-128-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(30),39.815 21.441 Degrees,3.7,3,9,39.814 21.443 Degrees,39.817 21.440 Degrees,Makkah-30-9,Makkah-129-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(31),39.815 21.431 Degrees,3.0,2,9,39.814 21.433 Degrees,39.817 21.429 Degrees,Makkah-31-9,Makkah-149-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(32),39.812 21.431 Degrees,3.4,2,9,39.810 21.433 Degrees,39.814 21.429 Degrees,Makkah-32-9,Makkah-168-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(33),39.815 21.438 Degrees,3.2,2,9,39.814 21.440 Degrees,39.817 21.436 Degrees,Makkah-33-9,Makkah-169-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(34),39.805 21.435 Degrees,3.2,2,9,39.803 21.436 Degrees,39.806 21.433 Degrees,Makkah-34-9,Makkah-183-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(35),39.797 21.435 Degrees,3.3,2,9,39.796 21.436 Degrees,39.799 21.433 Degrees,Makkah-35-9,Makkah-187-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(36),39.801 21.431 Degrees,3.7,3,9,39.799 21.433 Degrees,39.803 21.429 Degrees,Makkah-36-9,Makkah-194-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(37),39.805 21.438 Degrees,3.5,2,9,39.803 21.440 Degrees,39.806 21.436 Degrees,Makkah-37-9,Makkah-196-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(38),39.805 21.431 Degrees,2.9,2,9,39.803 21.433 Degrees,39.806 21.429 Degrees,Makkah-38-9,Makkah-197-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(39),39.797 21.431 Degrees,3.8,3,9,39.796 21.433 Degrees,39.799 21.429 Degrees,Makkah-39-9,Makkah-214-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(40),39.808 21.435 Degrees,2.9,2,9,39.806 21.436 Degrees,39.810 21.433 Degrees,Makkah-40-9,Makkah-217-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(41),39.812 21.441 Degrees,3.8,3,9,39.810 21.443 Degrees,39.814 21.440 Degrees,Makkah-41-9,Makkah-219-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(42),39.812 21.438 Degrees,3.5,3,9,39.810 21.440 Degrees,39.814 21.436 Degrees,Makkah-42-9,Makkah-225-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(43),39.812 21.435 Degrees,3.5,2,9,39.810 21.436 Degrees,39.814 21.433 Degrees,Makkah-43-9,Makkah-226-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(44),39.808 21.438 Degrees,3.4,2,9,39.806 21.440 Degrees,39.810 21.436 Degrees,Makkah-44-9,Makkah-235-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(45),39.808 21.431 Degrees,3.4,2,9,39.806 21.433 Degrees,39.810 21.429 Degrees,Makkah-45-9,Makkah-241-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(18),39.179 21.498 Degrees,3.1,2,9,39.178 21.500 Degrees,39.181 21.496 Degrees,Jeddah-18-9,Jeddah-162-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(20),39.197 21.505 Degrees,2.7,2,9,39.196 21.506 Degrees,39.199 21.503 Degrees,Jeddah-20-9,Jeddah-32-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(69),39.780 21.414 Degrees,4.3,4,9,39.778 21.416 Degrees,39.781 21.413 Degrees,Makkah-69-9,Makkah-190-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(74),39.223 21.478 Degrees,4.0,4,9,39.221 21.480 Degrees,39.224 21.476 Degrees,Jeddah-74-9,Jeddah-264-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(82),39.212 21.475 Degrees,3.8,3,9,39.210 21.476 Degrees,39.214 21.473 Degrees,Jeddah-82-9,Jeddah-298-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(81),39.212 21.485 Degrees,2.2,2,9,39.210 21.486 Degrees,39.214 21.483 Degrees,Jeddah-81-9,Jeddah-289-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(80),39.223 21.475 Degrees,4.0,4,9,39.221 21.476 Degrees,39.224 21.473 Degrees,Jeddah-80-9,Jeddah-281-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(79),39.223 21.491 Degrees,2.9,2,9,39.221 21.493 Degrees,39.224 21.490 Degrees,Jeddah-79-9,Jeddah-272-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(78),39.212 21.481 Degrees,4.0,3,9,39.210 21.483 Degrees,39.214 21.480 Degrees,Jeddah-78-9,Jeddah-271-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(77),39.208 21.475 Degrees,3.1,2,9,39.206 21.476 Degrees,39.210 21.473 Degrees,Jeddah-77-9,Jeddah-268-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(76),39.215 21.488 Degrees,4.2,3,9,39.214 21.490 Degrees,39.217 21.486 Degrees,Jeddah-76-9,Jeddah-267-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(75),39.201 21.475 Degrees,4.5,4,9,39.199 21.476 Degrees,39.203 21.473 Degrees,Jeddah-75-9,Jeddah-265-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(73),39.219 21.478 Degrees,4.3,4,9,39.217 21.480 Degrees,39.221 21.476 Degrees,Jeddah-73-9,Jeddah-258-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(84),39.219 21.488 Degrees,3.8,3,9,39.217 21.490 Degrees,39.221 21.486 Degrees,Jeddah-84-9,Jeddah-300-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(72),39.223 21.481 Degrees,2.2,2,9,39.221 21.483 Degrees,39.224 21.480 Degrees,Jeddah-72-9,Jeddah-255-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(71),39.205 21.475 Degrees,3.2,2,9,39.203 21.476 Degrees,39.206 21.473 Degrees,Jeddah-71-9,Jeddah-251-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(70),39.201 21.488 Degrees,2.1,1,9,39.199 21.490 Degrees,39.203 21.486 Degrees,Jeddah-70-9,Jeddah-249-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(69),39.215 21.485 Degrees,3.5,3,9,39.214 21.486 Degrees,39.217 21.483 Degrees,Jeddah-69-9,Jeddah-248-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(68),39.223 21.485 Degrees,3.7,3,9,39.221 21.486 Degrees,39.224 21.483 Degrees,Jeddah-68-9,Jeddah-244-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(67),39.215 21.491 Degrees,3.8,3,9,39.214 21.493 Degrees,39.217 21.490 Degrees,Jeddah-67-9,Jeddah-243-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(66),39.212 21.478 Degrees,4.0,4,9,39.210 21.480 Degrees,39.214 21.476 Degrees,Jeddah-66-9,Jeddah-242-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(65),39.219 21.485 Degrees,4.1,4,9,39.217 21.486 Degrees,39.221 21.483 Degrees,Jeddah-65-9,Jeddah-238-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(83),39.219 21.481 Degrees,2.4,1,9,39.217 21.483 Degrees,39.221 21.480 Degrees,Jeddah-83-9,Jeddah-299-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(85),39.201 21.481 Degrees,1.7,1,9,39.199 21.483 Degrees,39.203 21.480 Degrees,Jeddah-85-9,Jeddah-310-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(21),39.179 21.501 Degrees,2.9,2,9,39.178 21.503 Degrees,39.181 21.500 Degrees,Jeddah-21-9,Jeddah-166-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(96),39.226 21.475 Degrees,3.7,3,9,39.224 21.476 Degrees,39.228 21.473 Degrees,Jeddah-96-9,Jeddah-288-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(104),39.226 21.471 Degrees,3.9,4,9,39.224 21.473 Degrees,39.228 21.470 Degrees,Jeddah-104-9,Jeddah-257-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(103),39.205 21.471 Degrees,3.8,3,9,39.203 21.473 Degrees,39.206 21.470 Degrees,Jeddah-103-9,Jeddah-307-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(102),39.219 21.471 Degrees,3.6,3,9,39.217 21.473 Degrees,39.221 21.470 Degrees,Jeddah-102-9,Jeddah-302-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(101),39.201 21.471 Degrees,3.5,3,9,39.199 21.473 Degrees,39.203 21.470 Degrees,Jeddah-101-9,Jeddah-292-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(100),39.223 21.471 Degrees,3.6,3,9,39.221 21.473 Degrees,39.224 21.470 Degrees,Jeddah-100-9,Jeddah-266-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(99),39.187 21.471 Degrees,3.1,2,9,39.185 21.473 Degrees,39.188 21.470 Degrees,Jeddah-99-9,Jeddah-235-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(98),39.183 21.471 Degrees,2.8,2,9,39.181 21.473 Degrees,39.185 21.470 Degrees,Jeddah-98-9,Jeddah-225-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(97),39.226 21.478 Degrees,2.9,2,9,39.224 21.480 Degrees,39.228 21.476 Degrees,Jeddah-97-9,Jeddah-324-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(95),39.226 21.491 Degrees,4.1,4,9,39.224 21.493 Degrees,39.228 21.490 Degrees,Jeddah-95-9,Jeddah-279-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(86),39.215 21.481 Degrees,3.6,3,9,39.214 21.483 Degrees,39.217 21.480 Degrees,Jeddah-86-9,Jeddah-312-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(94),39.226 21.485 Degrees,3.7,3,9,39.224 21.486 Degrees,39.228 21.483 Degrees,Jeddah-94-9,Jeddah-273-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(93),39.226 21.488 Degrees,4.0,4,9,39.224 21.490 Degrees,39.228 21.486 Degrees,Jeddah-93-9,Jeddah-247-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(92),39.226 21.481 Degrees,2.5,1,9,39.224 21.483 Degrees,39.228 21.480 Degrees,Jeddah-92-9,Jeddah-245-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(91),39.215 21.478 Degrees,3.7,3,9,39.214 21.480 Degrees,39.217 21.476 Degrees,Jeddah-91-9,Jeddah-323-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(90),39.223 21.488 Degrees,3.9,4,9,39.221 21.490 Degrees,39.224 21.486 Degrees,Jeddah-90-9,Jeddah-322-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(89),39.215 21.475 Degrees,4.1,4,9,39.214 21.476 Degrees,39.217 21.473 Degrees,Jeddah-89-9,Jeddah-321-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(88),39.219 21.475 Degrees,3.3,3,9,39.217 21.476 Degrees,39.221 21.473 Degrees,Jeddah-88-9,Jeddah-320-8
