Location,Selector,Degree,HouseholdAverageSize,HouseholdMedianSize,ZoomLevel,TopLeftDegree,BottomRightDegree,ID,Parent
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(11),46.526 24.754 Degrees,2.4,1,6,46.522 24.757 Degrees,46.529 24.751 Degrees,Al-Riyadh-11-6,Al-Riyadh-1061-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(10),46.583 24.820 Degrees,4.2,4,6,46.580 24.823 Degrees,46.587 24.816 Degrees,Al-Riyadh-10-6,Al-Riyadh-1095-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(9),46.576 24.826 Degrees,4.9,4,6,46.573 24.829 Degrees,46.580 24.823 Degrees,Al-Riyadh-9-6,Al-Riyadh-769-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(7),46.404 24.806 Degrees,3.4,1,6,46.400 24.810 Degrees,46.407 24.803 Degrees,Al-Riyadh-7-6,Al-Riyadh-273-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(16),46.526 24.748 Degrees,3.8,3,6,46.522 24.751 Degrees,46.529 24.744 Degrees,Al-Riyadh-16-6,Al-Riyadh-1061-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(6),46.396 24.787 Degrees,2.8,1,6,46.393 24.790 Degrees,46.400 24.784 Degrees,Al-Riyadh-6-6,Al-Riyadh-268-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(5),46.389 24.793 Degrees,2.7,3,6,46.386 24.797 Degrees,46.393 24.790 Degrees,Al-Riyadh-5-6,Al-Riyadh-268-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(4),46.389 24.800 Degrees,3.2,1,6,46.386 24.803 Degrees,46.393 24.797 Degrees,Al-Riyadh-4-6,Al-Riyadh-228-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(3),46.368 24.781 Degrees,1.6,1,6,46.364 24.784 Degrees,46.371 24.777 Degrees,Al-Riyadh-3-6,Al-Riyadh-259-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(2),46.389 24.781 Degrees,2.1,1,6,46.386 24.784 Degrees,46.393 24.777 Degrees,Al-Riyadh-2-6,Al-Riyadh-251-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(1),46.404 24.781 Degrees,2.3,1,6,46.400 24.784 Degrees,46.407 24.777 Degrees,Al-Riyadh-1-6,Al-Riyadh-264-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(15),46.583 24.748 Degrees,4.3,3,6,46.580 24.751 Degrees,46.587 24.744 Degrees,Al-Riyadh-15-6,Al-Riyadh-831-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(17),46.533 24.767 Degrees,3.3,1,6,46.530 24.771 Degrees,46.537 24.764 Degrees,Al-Riyadh-17-6,Al-Riyadh-891-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(103),46.749 24.806 Degrees,3.4,2,6,46.745 24.810 Degrees,46.752 24.803 Degrees,Al-Riyadh-103-6,Al-Riyadh-480-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(26),46.562 24.774 Degrees,5.5,6,6,46.558 24.777 Degrees,46.565 24.771 Degrees,Al-Riyadh-26-6,Al-Riyadh-1020-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(32),46.547 24.722 Degrees,4.6,2,6,46.544 24.725 Degrees,46.551 24.719 Degrees,Al-Riyadh-32-6,Al-Riyadh-843-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(31),46.526 24.806 Degrees,4.6,5,6,46.522 24.810 Degrees,46.529 24.803 Degrees,Al-Riyadh-31-6,Al-Riyadh-822-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(30),46.576 24.781 Degrees,4.6,5,6,46.573 24.784 Degrees,46.580 24.777 Degrees,Al-Riyadh-30-6,Al-Riyadh-1089-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(29),46.511 24.741 Degrees,4.0,3,6,46.508 24.744 Degrees,46.515 24.738 Degrees,Al-Riyadh-29-6,Al-Riyadh-962-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(28),46.562 24.754 Degrees,4.2,4,6,46.558 24.757 Degrees,46.565 24.751 Degrees,Al-Riyadh-28-6,Al-Riyadh-754-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(27),46.511 24.735 Degrees,4.0,3,6,46.508 24.738 Degrees,46.515 24.731 Degrees,Al-Riyadh-27-6,Al-Riyadh-962-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(25),46.519 24.741 Degrees,3.3,3,6,46.515 24.744 Degrees,46.522 24.738 Degrees,Al-Riyadh-25-6,Al-Riyadh-833-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(18),46.569 24.774 Degrees,4.9,5,6,46.565 24.777 Degrees,46.572 24.771 Degrees,Al-Riyadh-18-6,Al-Riyadh-1020-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(24),46.576 24.689 Degrees,4.6,4,6,46.573 24.692 Degrees,46.580 24.686 Degrees,Al-Riyadh-24-6,Al-Riyadh-799-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(23),46.583 24.826 Degrees,4.0,3,6,46.580 24.829 Degrees,46.587 24.823 Degrees,Al-Riyadh-23-6,Al-Riyadh-769-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(22),46.583 24.689 Degrees,3.7,3,6,46.580 24.692 Degrees,46.587 24.686 Degrees,Al-Riyadh-22-6,Al-Riyadh-799-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(21),46.576 24.748 Degrees,4.0,3,6,46.573 24.751 Degrees,46.580 24.744 Degrees,Al-Riyadh-21-6,Al-Riyadh-831-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(20),46.555 24.748 Degrees,3.1,1,6,46.551 24.751 Degrees,46.558 24.744 Degrees,Al-Riyadh-20-6,Al-Riyadh-943-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(19),46.497 24.741 Degrees,3.7,4,6,46.494 24.744 Degrees,46.501 24.738 Degrees,Al-Riyadh-19-6,Al-Riyadh-1004-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(51),39.167 21.583 Degrees,2.7,2,6,39.163 21.587 Degrees,39.170 21.580 Degrees,Jeddah-35-6,Makkah-170-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(50),39.181 21.517 Degrees,2.6,2,6,39.178 21.520 Degrees,39.185 21.513 Degrees,Jeddah-34-6,Makkah-191-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(49),39.188 21.476 Degrees,2.5,1,6,39.185 21.480 Degrees,39.192 21.473 Degrees,Jeddah-33-6,Makkah-261-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(17),39.145 21.617 Degrees,3.0,2,6,39.142 21.620 Degrees,39.149 21.614 Degrees,Jeddah-8-6,Jeddah-90-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(28),39.131 21.617 Degrees,3.2,2,6,39.127 21.620 Degrees,39.134 21.614 Degrees,Jeddah-14-6,Makkah-145-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(26),39.117 21.617 Degrees,3.4,2,6,39.113 21.620 Degrees,39.120 21.614 Degrees,Jeddah-13-6,Jeddah-84-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(25),39.174 21.617 Degrees,3.0,2,6,39.171 21.620 Degrees,39.178 21.614 Degrees,Jeddah-12-6,Makkah-132-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(23),39.124 21.617 Degrees,3.1,2,6,39.120 21.620 Degrees,39.127 21.614 Degrees,Jeddah-11-6,Jeddah-84-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(22),39.109 21.617 Degrees,2.9,2,6,39.106 21.620 Degrees,39.113 21.614 Degrees,Jeddah-10-6,Makkah-142-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(21),39.188 21.617 Degrees,3.4,3,6,39.185 21.620 Degrees,39.192 21.614 Degrees,Jeddah-9-6,Jeddah-53-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(16),39.167 21.617 Degrees,2.8,2,6,39.163 21.620 Degrees,39.170 21.614 Degrees,Jeddah-7-6,Makkah-139-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(48),39.181 21.564 Degrees,3.4,3,6,39.178 21.567 Degrees,39.185 21.560 Degrees,Jeddah-32-6,Makkah-162-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(10),39.160 21.617 Degrees,2.9,2,6,39.156 21.620 Degrees,39.163 21.614 Degrees,Jeddah-6-6,Makkah-139-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(9),39.210 21.617 Degrees,3.8,3,6,39.207 21.620 Degrees,39.214 21.614 Degrees,Jeddah-5-6,Makkah-127-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(7),39.196 21.617 Degrees,3.6,3,6,39.192 21.620 Degrees,39.199 21.614 Degrees,Jeddah-4-6,Jeddah-53-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(6),39.217 21.617 Degrees,3.7,3,6,39.214 21.620 Degrees,39.221 21.614 Degrees,Jeddah-3-6,Jeddah-56-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(5),39.203 21.617 Degrees,5.5,6,6,39.199 21.620 Degrees,39.206 21.614 Degrees,Jeddah-2-6,Makkah-127-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(2),39.246 21.617 Degrees,2.4,1,6,39.242 21.620 Degrees,39.249 21.614 Degrees,Jeddah-1-6,Jeddah-86-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(29),39.138 21.617 Degrees,3.2,2,6,39.134 21.620 Degrees,39.142 21.614 Degrees,Jeddah-15-6,Makkah-145-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(32),39.152 21.617 Degrees,2.7,2,6,39.149 21.620 Degrees,39.156 21.614 Degrees,Jeddah-16-6,Jeddah-90-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(33),39.181 21.617 Degrees,3.2,2,6,39.178 21.620 Degrees,39.185 21.614 Degrees,Jeddah-17-6,Makkah-132-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(34),39.131 21.583 Degrees,3.1,2,6,39.127 21.587 Degrees,39.134 21.580 Degrees,Jeddah-18-6,Makkah-270-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(35),39.152 21.557 Degrees,3.1,2,6,39.149 21.560 Degrees,39.156 21.554 Degrees,Jeddah-19-6,Makkah-288-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(36),39.167 21.517 Degrees,2.7,2,6,39.163 21.520 Degrees,39.170 21.513 Degrees,Jeddah-20-6,Makkah-192-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(37),39.160 21.544 Degrees,2.7,2,6,39.156 21.547 Degrees,39.163 21.540 Degrees,Jeddah-21-6,Makkah-262-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(38),39.138 21.577 Degrees,3.8,2,6,39.134 21.580 Degrees,39.142 21.574 Degrees,Jeddah-22-6,Makkah-270-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(39),39.167 21.537 Degrees,2.6,2,6,39.163 21.540 Degrees,39.170 21.533 Degrees,Jeddah-23-6,Makkah-262-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(40),39.152 21.597 Degrees,3.1,2,6,39.149 21.600 Degrees,39.156 21.594 Degrees,Jeddah-24-6,Makkah-185-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(41),39.160 21.564 Degrees,2.8,2,6,39.156 21.567 Degrees,39.163 21.560 Degrees,Jeddah-25-6,Makkah-198-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(42),39.174 21.470 Degrees,1.3,1,6,39.171 21.473 Degrees,39.178 21.467 Degrees,Jeddah-26-6,Makkah-416-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(43),39.174 21.530 Degrees,2.6,2,6,39.171 21.533 Degrees,39.178 21.527 Degrees,Jeddah-27-6,Makkah-345-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(44),39.145 21.557 Degrees,3.3,2,6,39.142 21.560 Degrees,39.149 21.554 Degrees,Jeddah-28-6,Makkah-288-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(45),39.117 21.577 Degrees,3.8,2,6,39.113 21.580 Degrees,39.120 21.574 Degrees,Jeddah-29-6,Makkah-166-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(46),39.174 21.490 Degrees,1.8,1,6,39.171 21.493 Degrees,39.178 21.486 Degrees,Jeddah-30-6,Makkah-368-5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(47),39.145 21.564 Degrees,3.6,2,6,39.142 21.567 Degrees,39.149 21.560 Degrees,Jeddah-31-6,Makkah-324-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(33),46.569 24.826 Degrees,4.4,4,6,46.565 24.829 Degrees,46.572 24.823 Degrees,Al-Riyadh-33-6,Al-Riyadh-867-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(34),46.562 24.826 Degrees,4.3,3,6,46.558 24.829 Degrees,46.565 24.823 Degrees,Al-Riyadh-34-6,Al-Riyadh-867-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(35),46.576 24.735 Degrees,3.0,1,6,46.573 24.738 Degrees,46.580 24.731 Degrees,Al-Riyadh-35-6,Al-Riyadh-874-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(79),46.576 24.695 Degrees,5.1,4,6,46.573 24.699 Degrees,46.580 24.692 Degrees,Al-Riyadh-79-6,Al-Riyadh-939-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(85),46.504 24.748 Degrees,3.6,2,6,46.501 24.751 Degrees,46.508 24.744 Degrees,Al-Riyadh-85-6,Al-Riyadh-1018-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(84),46.576 24.754 Degrees,4.2,3,6,46.573 24.757 Degrees,46.580 24.751 Degrees,Al-Riyadh-84-6,Al-Riyadh-831-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(83),46.569 24.748 Degrees,4.0,3,6,46.565 24.751 Degrees,46.572 24.744 Degrees,Al-Riyadh-83-6,Al-Riyadh-754-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(82),46.583 24.741 Degrees,4.3,4,6,46.580 24.744 Degrees,46.587 24.738 Degrees,Al-Riyadh-82-6,Al-Riyadh-874-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(81),46.562 24.741 Degrees,3.5,2,6,46.558 24.744 Degrees,46.565 24.738 Degrees,Al-Riyadh-81-6,Al-Riyadh-859-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(80),46.418 24.806 Degrees,4.3,5,6,46.415 24.810 Degrees,46.422 24.803 Degrees,Al-Riyadh-80-6,Al-Riyadh-885-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(78),46.562 24.728 Degrees,2.6,2,6,46.558 24.731 Degrees,46.565 24.725 Degrees,Al-Riyadh-78-6,Al-Riyadh-878-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(70),46.540 24.820 Degrees,4.2,4,6,46.537 24.823 Degrees,46.544 24.816 Degrees,Al-Riyadh-70-6,Al-Riyadh-1075-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(77),46.583 24.781 Degrees,3.2,2,6,46.580 24.784 Degrees,46.587 24.777 Degrees,Al-Riyadh-77-6,Al-Riyadh-1089-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(76),46.540 24.761 Degrees,4.1,2,6,46.537 24.764 Degrees,46.544 24.757 Degrees,Al-Riyadh-76-6,Al-Riyadh-891-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(75),46.562 24.689 Degrees,4.1,4,6,46.558 24.692 Degrees,46.565 24.686 Degrees,Al-Riyadh-75-6,Al-Riyadh-747-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(74),46.533 24.748 Degrees,3.4,3,6,46.530 24.751 Degrees,46.537 24.744 Degrees,Al-Riyadh-74-6,Al-Riyadh-787-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(73),46.576 24.728 Degrees,3.1,1,6,46.573 24.731 Degrees,46.580 24.725 Degrees,Al-Riyadh-73-6,Al-Riyadh-1010-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(72),46.425 24.787 Degrees,4.1,4,6,46.422 24.790 Degrees,46.429 24.784 Degrees,Al-Riyadh-72-6,Al-Riyadh-800-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(86),46.562 24.793 Degrees,1.8,1,6,46.558 24.797 Degrees,46.565 24.790 Degrees,Al-Riyadh-86-6,Al-Riyadh-1014-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(87),46.583 24.787 Degrees,4.2,3,6,46.580 24.790 Degrees,46.587 24.784 Degrees,Al-Riyadh-87-6,Al-Riyadh-925-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(88),46.569 24.787 Degrees,4.4,5,6,46.565 24.790 Degrees,46.572 24.784 Degrees,Al-Riyadh-88-6,Al-Riyadh-1014-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(89),46.425 24.806 Degrees,3.7,2,6,46.422 24.810 Degrees,46.429 24.803 Degrees,Al-Riyadh-89-6,Al-Riyadh-885-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(90),46.519 24.748 Degrees,3.3,1,6,46.515 24.751 Degrees,46.522 24.744 Degrees,Al-Riyadh-90-6,Al-Riyadh-1061-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(91),46.547 24.820 Degrees,4.6,5,6,46.544 24.823 Degrees,46.551 24.816 Degrees,Al-Riyadh-91-6,Al-Riyadh-847-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(92),46.533 24.754 Degrees,4.1,4,6,46.530 24.757 Degrees,46.537 24.751 Degrees,Al-Riyadh-92-6,Al-Riyadh-787-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(93),46.425 24.793 Degrees,4.1,2,6,46.422 24.797 Degrees,46.429 24.790 Degrees,Al-Riyadh-93-6,Al-Riyadh-800-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(94),46.511 24.748 Degrees,3.3,3,6,46.508 24.751 Degrees,46.515 24.744 Degrees,Al-Riyadh-94-6,Al-Riyadh-1018-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(95),46.569 24.689 Degrees,4.6,4,6,46.565 24.692 Degrees,46.572 24.686 Degrees,Al-Riyadh-95-6,Al-Riyadh-747-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(96),46.569 24.781 Degrees,4.5,4,6,46.565 24.784 Degrees,46.572 24.777 Degrees,Al-Riyadh-96-6,Al-Riyadh-1020-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(97),46.583 24.702 Degrees,4.8,5,6,46.580 24.705 Degrees,46.587 24.699 Degrees,Al-Riyadh-97-6,Al-Riyadh-939-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(98),46.662 24.806 Degrees,4.0,3,6,46.659 24.810 Degrees,46.666 24.803 Degrees,Al-Riyadh-98-6,Al-Riyadh-825-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(99),46.598 24.826 Degrees,3.7,3,6,46.594 24.829 Degrees,46.601 24.823 Degrees,Al-Riyadh-99-6,Al-Riyadh-903-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(100),46.612 24.813 Degrees,3.4,2,6,46.609 24.816 Degrees,46.616 24.810 Degrees,Al-Riyadh-100-6,Al-Riyadh-984-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(101),46.727 24.806 Degrees,2.9,2,6,46.724 24.810 Degrees,46.731 24.803 Degrees,Al-Riyadh-101-6,Al-Riyadh-883-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(102),46.720 24.761 Degrees,2.9,2,6,46.716 24.764 Degrees,46.723 24.757 Degrees,Al-Riyadh-102-6,Al-Riyadh-794-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(71),46.555 24.761 Degrees,3.1,1,6,46.551 24.764 Degrees,46.558 24.757 Degrees,Al-Riyadh-71-6,Al-Riyadh-886-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(69),46.583 24.793 Degrees,4.1,4,6,46.580 24.797 Degrees,46.587 24.790 Degrees,Al-Riyadh-69-6,Al-Riyadh-925-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(36),46.583 24.800 Degrees,5.1,4,6,46.580 24.803 Degrees,46.587 24.797 Degrees,Al-Riyadh-36-6,Al-Riyadh-1065-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(44),46.576 24.741 Degrees,4.1,4,6,46.573 24.744 Degrees,46.580 24.738 Degrees,Al-Riyadh-44-6,Al-Riyadh-874-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(50),46.562 24.820 Degrees,4.6,4,6,46.558 24.823 Degrees,46.565 24.816 Degrees,Al-Riyadh-50-6,Al-Riyadh-777-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(49),46.432 24.820 Degrees,4.0,2,6,46.429 24.823 Degrees,46.436 24.816 Degrees,Al-Riyadh-49-6,Al-Riyadh-930-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(48),46.576 24.761 Degrees,4.8,5,6,46.573 24.764 Degrees,46.580 24.757 Degrees,Al-Riyadh-48-6,Al-Riyadh-810-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(47),46.411 24.728 Degrees,1.4,1,6,46.407 24.731 Degrees,46.415 24.725 Degrees,Al-Riyadh-47-6,Al-Riyadh-233-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(46),46.425 24.800 Degrees,4.1,4,6,46.422 24.803 Degrees,46.429 24.797 Degrees,Al-Riyadh-46-6,Al-Riyadh-885-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(45),46.540 24.748 Degrees,2.9,2,6,46.537 24.751 Degrees,46.544 24.744 Degrees,Al-Riyadh-45-6,Al-Riyadh-787-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(43),46.569 24.741 Degrees,3.4,2,6,46.565 24.744 Degrees,46.572 24.738 Degrees,Al-Riyadh-43-6,Al-Riyadh-859-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(68),46.583 24.754 Degrees,4.3,3,6,46.580 24.757 Degrees,46.587 24.751 Degrees,Al-Riyadh-68-6,Al-Riyadh-831-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(42),46.576 24.767 Degrees,3.6,3,6,46.573 24.771 Degrees,46.580 24.764 Degrees,Al-Riyadh-42-6,Al-Riyadh-810-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(41),46.576 24.774 Degrees,5.1,5,6,46.573 24.777 Degrees,46.580 24.771 Degrees,Al-Riyadh-41-6,Al-Riyadh-1089-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(40),46.569 24.793 Degrees,3.5,2,6,46.565 24.797 Degrees,46.572 24.790 Degrees,Al-Riyadh-40-6,Al-Riyadh-1014-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(39),46.547 24.826 Degrees,4.3,4,6,46.544 24.829 Degrees,46.551 24.823 Degrees,Al-Riyadh-39-6,Al-Riyadh-973-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(38),46.562 24.761 Degrees,4.1,3,6,46.558 24.764 Degrees,46.565 24.757 Degrees,Al-Riyadh-38-6,Al-Riyadh-1034-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(37),46.526 24.715 Degrees,5.4,2,6,46.522 24.718 Degrees,46.529 24.712 Degrees,Al-Riyadh-37-6,Al-Riyadh-1096-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(51),46.569 24.761 Degrees,4.1,4,6,46.565 24.764 Degrees,46.572 24.757 Degrees,Al-Riyadh-51-6,Al-Riyadh-1034-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(52),46.562 24.781 Degrees,5.1,5,6,46.558 24.784 Degrees,46.565 24.777 Degrees,Al-Riyadh-52-6,Al-Riyadh-1020-5
Al-Riyadh,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(53),46.547 24.761 Degrees,3.9,3,6,46.544 24.764 Degrees,46.551 24.757 Degrees,Al-Riyadh-53-6,Al-Riyadh-886-5
