Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(1),39.102 21.944 Degrees,3.2,3,6,39.099 21.947 Degrees,39.106 21.941 Degrees,1
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(2),39.124 21.944 Degrees,3.3,3,6,39.120 21.947 Degrees,39.127 21.941 Degrees,2
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(3),39.117 21.944 Degrees,4.7,4,6,39.113 21.947 Degrees,39.120 21.941 Degrees,3
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(4),39.109 21.944 Degrees,4.4,2,6,39.106 21.947 Degrees,39.113 21.941 Degrees,4
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(5),38.966 21.957 Degrees,4.5,5,6,38.962 21.961 Degrees,38.969 21.954 Degrees,5
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(6),39.303 21.944 Degrees,3.5,3,6,39.300 21.947 Degrees,39.307 21.941 Degrees,6
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(7),39.361 21.944 Degrees,2.8,2,6,39.357 21.947 Degrees,39.364 21.941 Degrees,7
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(8),39.296 21.944 Degrees,2.3,1,6,39.293 21.947 Degrees,39.300 21.941 Degrees,8
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(9),39.296 21.951 Degrees,2.8,1,6,39.293 21.954 Degrees,39.300 21.947 Degrees,9
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(10),39.253 21.944 Degrees,3.6,1,6,39.249 21.947 Degrees,39.257 21.941 Degrees,10
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(11),39.368 21.964 Degrees,3.8,3,6,39.364 21.967 Degrees,39.372 21.961 Degrees,11
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(12),39.375 21.964 Degrees,3.5,3,6,39.372 21.967 Degrees,39.379 21.961 Degrees,12
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(13),39.282 21.951 Degrees,4.4,5,6,39.278 21.954 Degrees,39.285 21.947 Degrees,13
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(14),39.282 21.944 Degrees,2.8,1,6,39.278 21.947 Degrees,39.285 21.941 Degrees,14
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(15),39.275 21.944 Degrees,3.7,3,6,39.271 21.947 Degrees,39.278 21.941 Degrees,15
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(16),39.311 21.944 Degrees,3.8,3,6,39.307 21.947 Degrees,39.314 21.941 Degrees,16
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(17),39.275 21.951 Degrees,4.1,4,6,39.271 21.954 Degrees,39.278 21.947 Degrees,17
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(18),39.311 21.951 Degrees,4.4,5,6,39.307 21.954 Degrees,39.314 21.947 Degrees,18
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(19),39.461 21.964 Degrees,3.6,2,6,39.458 21.967 Degrees,39.465 21.961 Degrees,19
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(20),39.454 21.964 Degrees,4.4,4,6,39.451 21.967 Degrees,39.458 21.961 Degrees,20
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(21),39.490 21.957 Degrees,4.7,5,6,39.487 21.961 Degrees,39.494 21.954 Degrees,21
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(22),39.382 21.957 Degrees,3.5,2,6,39.379 21.961 Degrees,39.386 21.954 Degrees,22
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(23),39.390 21.964 Degrees,2.9,2,6,39.386 21.967 Degrees,39.393 21.961 Degrees,23
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(24),39.490 21.951 Degrees,4.0,4,6,39.487 21.954 Degrees,39.494 21.947 Degrees,24
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(25),39.433 21.951 Degrees,3.8,4,6,39.429 21.954 Degrees,39.436 21.947 Degrees,25
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(26),39.447 21.957 Degrees,3.4,2,6,39.443 21.961 Degrees,39.451 21.954 Degrees,26
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(27),39.461 21.957 Degrees,4.0,4,6,39.458 21.961 Degrees,39.465 21.954 Degrees,27
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(28),39.382 21.964 Degrees,2.9,2,6,39.379 21.967 Degrees,39.386 21.961 Degrees,28
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(29),39.706 21.957 Degrees,3.8,3,6,39.702 21.961 Degrees,39.710 21.954 Degrees,29
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(30),39.684 21.964 Degrees,3.6,3,6,39.681 21.967 Degrees,39.688 21.961 Degrees,30
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(31),38.987 21.857 Degrees,2.9,2,6,38.984 21.860 Degrees,38.991 21.854 Degrees,31
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(32),38.994 21.857 Degrees,4.9,4,6,38.991 21.860 Degrees,38.998 21.854 Degrees,32
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(33),38.980 21.890 Degrees,5.0,5,6,38.977 21.894 Degrees,38.984 21.887 Degrees,33
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(34),38.994 21.851 Degrees,5.4,6,6,38.991 21.854 Degrees,38.998 21.847 Degrees,34
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(35),38.966 21.931 Degrees,1.0,1,6,38.962 21.934 Degrees,38.969 21.927 Degrees,35
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(36),39.023 21.824 Degrees,5.0,5,6,39.019 21.827 Degrees,39.027 21.820 Degrees,36
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(37),38.973 21.890 Degrees,3.1,2,6,38.969 21.894 Degrees,38.976 21.887 Degrees,37
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(38),39.002 21.851 Degrees,5.1,5,6,38.998 21.854 Degrees,39.005 21.847 Degrees,38
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(39),39.002 21.844 Degrees,4.8,4,6,38.998 21.847 Degrees,39.005 21.841 Degrees,39
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(40),38.987 21.890 Degrees,5.4,5,6,38.984 21.894 Degrees,38.991 21.887 Degrees,40
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(41),39.016 21.831 Degrees,3.6,2,6,39.013 21.834 Degrees,39.019 21.827 Degrees,41
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(42),39.152 21.810 Degrees,3.4,2,6,39.149 21.814 Degrees,39.156 21.807 Degrees,42
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(43),39.102 21.810 Degrees,4.2,4,6,39.099 21.814 Degrees,39.106 21.807 Degrees,43
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(44),39.059 21.804 Degrees,4.5,5,6,39.056 21.807 Degrees,39.063 21.800 Degrees,44
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(45),39.188 21.884 Degrees,4.8,5,6,39.185 21.887 Degrees,39.192 21.881 Degrees,45
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(46),39.059 21.810 Degrees,3.9,3,6,39.056 21.814 Degrees,39.063 21.807 Degrees,46
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(47),39.059 21.824 Degrees,3.7,4,6,39.056 21.827 Degrees,39.063 21.820 Degrees,47
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(48),39.059 21.864 Degrees,2.6,1,6,39.056 21.867 Degrees,39.063 21.860 Degrees,48
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(49),39.138 21.817 Degrees,3.9,3,6,39.134 21.820 Degrees,39.142 21.814 Degrees,49
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(50),39.081 21.804 Degrees,4.0,4,6,39.077 21.807 Degrees,39.084 21.800 Degrees,50
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(51),39.145 21.797 Degrees,4.3,4,6,39.142 21.800 Degrees,39.149 21.794 Degrees,51
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(52),39.196 21.890 Degrees,4.3,4,6,39.192 21.894 Degrees,39.199 21.887 Degrees,52
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(53),39.073 21.790 Degrees,4.3,5,6,39.070 21.794 Degrees,39.077 21.787 Degrees,53
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(54),39.059 21.777 Degrees,3.5,3,6,39.056 21.780 Degrees,39.063 21.773 Degrees,54
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(55),39.052 21.864 Degrees,6.1,5,6,39.048 21.867 Degrees,39.055 21.860 Degrees,55
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(56),39.045 21.797 Degrees,3.5,2,6,39.041 21.800 Degrees,39.048 21.794 Degrees,56
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(57),39.174 21.784 Degrees,3.9,4,6,39.171 21.787 Degrees,39.178 21.780 Degrees,57
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(58),39.095 21.877 Degrees,2.9,1,6,39.092 21.880 Degrees,39.099 21.874 Degrees,58
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(59),39.059 21.797 Degrees,4.8,5,6,39.056 21.800 Degrees,39.063 21.794 Degrees,59
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(60),39.188 21.851 Degrees,4.4,4,6,39.185 21.854 Degrees,39.192 21.847 Degrees,60
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(61),39.047 21.784 Degrees,2.7,2,6,39.045 21.787 Degrees,39.048 21.781 Degrees,61
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(62),39.052 21.804 Degrees,4.0,4,6,39.048 21.807 Degrees,39.055 21.800 Degrees,62
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(63),39.117 21.797 Degrees,3.9,4,6,39.113 21.800 Degrees,39.120 21.794 Degrees,63
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(64),39.145 21.810 Degrees,3.5,2,6,39.142 21.814 Degrees,39.149 21.807 Degrees,64
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(65),39.066 21.870 Degrees,3.8,4,6,39.063 21.874 Degrees,39.070 21.867 Degrees,65
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(66),39.102 21.797 Degrees,3.6,2,6,39.099 21.800 Degrees,39.106 21.794 Degrees,66
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(67),39.073 21.810 Degrees,4.4,4,6,39.070 21.814 Degrees,39.077 21.807 Degrees,67
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(68),39.124 21.931 Degrees,2.7,2,6,39.120 21.934 Degrees,39.127 21.927 Degrees,68
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(69),39.059 21.877 Degrees,3.5,3,6,39.056 21.880 Degrees,39.063 21.874 Degrees,69
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(70),39.181 21.844 Degrees,4.2,4,6,39.178 21.847 Degrees,39.185 21.841 Degrees,70
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(71),39.117 21.931 Degrees,3.6,2,6,39.113 21.934 Degrees,39.120 21.927 Degrees,71
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(72),39.059 21.790 Degrees,5.2,5,6,39.056 21.794 Degrees,39.063 21.787 Degrees,72
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(73),39.081 21.817 Degrees,3.7,3,6,39.077 21.820 Degrees,39.084 21.814 Degrees,73
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(74),39.059 21.817 Degrees,3.5,3,6,39.056 21.820 Degrees,39.063 21.814 Degrees,74
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(75),39.188 21.797 Degrees,4.5,4,6,39.185 21.800 Degrees,39.192 21.794 Degrees,75
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(76),39.081 21.784 Degrees,4.2,4,6,39.077 21.787 Degrees,39.084 21.780 Degrees,76
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(77),39.196 21.831 Degrees,4.4,4,6,39.192 21.834 Degrees,39.199 21.827 Degrees,77
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(78),39.109 21.784 Degrees,3.6,4,6,39.106 21.787 Degrees,39.113 21.780 Degrees,78
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(79),39.174 21.884 Degrees,4.1,4,6,39.171 21.887 Degrees,39.178 21.881 Degrees,79
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(80),39.095 21.797 Degrees,4.3,5,6,39.092 21.800 Degrees,39.099 21.794 Degrees,80
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(81),39.052 21.810 Degrees,4.5,4,6,39.048 21.814 Degrees,39.055 21.807 Degrees,81
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(82),39.181 21.797 Degrees,4.2,4,6,39.178 21.800 Degrees,39.185 21.794 Degrees,82
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(83),39.196 21.824 Degrees,4.0,4,6,39.192 21.827 Degrees,39.199 21.820 Degrees,83
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(84),39.131 21.937 Degrees,5.7,4,6,39.127 21.940 Degrees,39.134 21.934 Degrees,84
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(85),39.066 21.810 Degrees,4.7,5,6,39.063 21.814 Degrees,39.070 21.807 Degrees,85
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(86),39.045 21.870 Degrees,4.2,4,6,39.041 21.874 Degrees,39.048 21.867 Degrees,86
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(87),39.131 21.817 Degrees,4.0,4,6,39.127 21.820 Degrees,39.134 21.814 Degrees,87
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(88),39.160 21.777 Degrees,4.6,4,6,39.156 21.780 Degrees,39.163 21.773 Degrees,88
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(89),39.102 21.851 Degrees,3.3,2,6,39.099 21.854 Degrees,39.106 21.847 Degrees,89
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(90),39.196 21.857 Degrees,4.2,4,6,39.192 21.860 Degrees,39.199 21.854 Degrees,90
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(91),39.095 21.870 Degrees,3.4,1,6,39.092 21.874 Degrees,39.099 21.867 Degrees,91
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(92),39.181 21.777 Degrees,3.9,3,6,39.178 21.780 Degrees,39.185 21.773 Degrees,92
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(93),39.037 21.810 Degrees,3.9,3,6,39.034 21.814 Degrees,39.041 21.807 Degrees,93
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(94),39.181 21.870 Degrees,4.7,5,6,39.178 21.874 Degrees,39.185 21.867 Degrees,94
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(95),39.188 21.790 Degrees,4.3,4,6,39.185 21.794 Degrees,39.192 21.787 Degrees,95
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(96),39.073 21.817 Degrees,3.2,4,6,39.070 21.820 Degrees,39.077 21.814 Degrees,96
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(97),39.188 21.844 Degrees,4.1,4,6,39.185 21.847 Degrees,39.192 21.841 Degrees,97
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(98),39.102 21.790 Degrees,4.2,4,6,39.099 21.794 Degrees,39.106 21.787 Degrees,98
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(99),39.174 21.870 Degrees,4.0,4,6,39.171 21.874 Degrees,39.178 21.867 Degrees,99
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(100),39.152 21.804 Degrees,3.8,3,6,39.149 21.807 Degrees,39.156 21.800 Degrees,100
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(101),39.102 21.784 Degrees,3.5,3,6,39.099 21.787 Degrees,39.106 21.780 Degrees,101
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(102),39.124 21.797 Degrees,3.4,2,6,39.120 21.800 Degrees,39.127 21.794 Degrees,102
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(103),39.095 21.777 Degrees,4.1,4,6,39.092 21.780 Degrees,39.099 21.773 Degrees,103
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(104),39.066 21.777 Degrees,4.2,4,6,39.063 21.780 Degrees,39.070 21.773 Degrees,104
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(105),39.073 21.784 Degrees,3.9,4,6,39.070 21.787 Degrees,39.077 21.780 Degrees,105
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(106),39.188 21.857 Degrees,4.0,4,6,39.185 21.860 Degrees,39.192 21.854 Degrees,106
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(107),39.030 21.817 Degrees,3.7,3,6,39.027 21.820 Degrees,39.034 21.814 Degrees,107
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(108),39.073 21.857 Degrees,3.3,2,6,39.070 21.860 Degrees,39.077 21.854 Degrees,108
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(109),39.131 21.804 Degrees,4.4,4,6,39.127 21.807 Degrees,39.134 21.800 Degrees,109
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(110),39.145 21.790 Degrees,4.3,4,6,39.142 21.794 Degrees,39.149 21.787 Degrees,110
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(111),39.059 21.870 Degrees,3.7,3,6,39.056 21.874 Degrees,39.063 21.867 Degrees,111
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(112),39.174 21.857 Degrees,5.1,6,6,39.171 21.860 Degrees,39.178 21.854 Degrees,112
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(113),39.030 21.831 Degrees,3.2,2,6,39.027 21.834 Degrees,39.034 21.827 Degrees,113
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(114),39.188 21.877 Degrees,4.6,4,6,39.185 21.880 Degrees,39.192 21.874 Degrees,114
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(115),39.117 21.917 Degrees,3.3,2,6,39.113 21.920 Degrees,39.120 21.914 Degrees,115
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(116),39.088 21.790 Degrees,4.2,4,6,39.084 21.794 Degrees,39.092 21.787 Degrees,116
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(117),39.109 21.804 Degrees,4.1,4,6,39.106 21.807 Degrees,39.113 21.800 Degrees,117
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(118),39.088 21.817 Degrees,4.0,3,6,39.084 21.820 Degrees,39.092 21.814 Degrees,118
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(119),39.088 21.804 Degrees,3.8,4,6,39.084 21.807 Degrees,39.092 21.800 Degrees,119
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(120),39.145 21.937 Degrees,3.1,2,6,39.142 21.940 Degrees,39.149 21.934 Degrees,120
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(121),39.109 21.931 Degrees,3.7,3,6,39.106 21.934 Degrees,39.113 21.927 Degrees,121
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(122),39.095 21.851 Degrees,3.6,3,6,39.092 21.854 Degrees,39.099 21.847 Degrees,122
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(123),39.145 21.817 Degrees,3.9,3,6,39.142 21.820 Degrees,39.149 21.814 Degrees,123
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(124),39.066 21.851 Degrees,2.8,2,6,39.063 21.854 Degrees,39.070 21.847 Degrees,124
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(125),39.052 21.797 Degrees,3.9,3,6,39.048 21.800 Degrees,39.055 21.794 Degrees,125
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(126),39.181 21.857 Degrees,5.3,5,6,39.178 21.860 Degrees,39.185 21.854 Degrees,126
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(127),39.045 21.804 Degrees,6.0,6,6,39.041 21.807 Degrees,39.048 21.800 Degrees,127
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(128),39.188 21.890 Degrees,4.8,5,6,39.185 21.894 Degrees,39.192 21.887 Degrees,128
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(129),39.073 21.797 Degrees,4.0,4,6,39.070 21.800 Degrees,39.077 21.794 Degrees,129
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(130),39.081 21.810 Degrees,4.0,4,6,39.077 21.814 Degrees,39.084 21.807 Degrees,130
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(131),39.102 21.844 Degrees,3.7,2,6,39.099 21.847 Degrees,39.106 21.841 Degrees,131
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(132),39.124 21.917 Degrees,3.8,4,6,39.120 21.920 Degrees,39.127 21.914 Degrees,132
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(133),39.095 21.804 Degrees,4.6,5,6,39.092 21.807 Degrees,39.099 21.800 Degrees,133
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(134),39.196 21.790 Degrees,4.5,4,6,39.192 21.794 Degrees,39.199 21.787 Degrees,134
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(135),39.052 21.790 Degrees,4.3,4,6,39.048 21.794 Degrees,39.055 21.787 Degrees,135
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(136),39.109 21.844 Degrees,3.1,2,6,39.106 21.847 Degrees,39.113 21.841 Degrees,136
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(137),39.124 21.924 Degrees,3.6,2,6,39.120 21.927 Degrees,39.127 21.921 Degrees,137
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(138),39.181 21.784 Degrees,4.3,4,6,39.178 21.787 Degrees,39.185 21.780 Degrees,138
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(139),39.102 21.931 Degrees,4.6,4,6,39.099 21.934 Degrees,39.106 21.927 Degrees,139
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(140),39.167 21.831 Degrees,4.1,4,6,39.163 21.834 Degrees,39.171 21.827 Degrees,140
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(141),39.167 21.817 Degrees,3.9,4,6,39.163 21.820 Degrees,39.171 21.814 Degrees,141
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(142),39.181 21.864 Degrees,4.6,5,6,39.178 21.867 Degrees,39.185 21.860 Degrees,142
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(143),39.117 21.777 Degrees,4.6,5,6,39.113 21.780 Degrees,39.120 21.773 Degrees,143
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(144),39.109 21.797 Degrees,4.3,5,6,39.106 21.800 Degrees,39.113 21.794 Degrees,144
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(145),39.109 21.851 Degrees,3.6,4,6,39.106 21.854 Degrees,39.113 21.847 Degrees,145
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(146),39.196 21.784 Degrees,4.5,4,6,39.192 21.787 Degrees,39.199 21.780 Degrees,146
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(147),39.066 21.784 Degrees,4.2,4,6,39.063 21.787 Degrees,39.070 21.780 Degrees,147
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(148),39.066 21.864 Degrees,2.7,2,6,39.063 21.867 Degrees,39.070 21.860 Degrees,148
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(149),39.188 21.784 Degrees,4.5,5,6,39.185 21.787 Degrees,39.192 21.780 Degrees,149
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(150),39.088 21.777 Degrees,4.2,4,6,39.084 21.780 Degrees,39.092 21.773 Degrees,150
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(151),39.081 21.851 Degrees,3.1,2,6,39.077 21.854 Degrees,39.084 21.847 Degrees,151
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(152),39.196 21.797 Degrees,4.4,4,6,39.192 21.800 Degrees,39.199 21.794 Degrees,152
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(153),39.196 21.851 Degrees,4.2,4,6,39.192 21.854 Degrees,39.199 21.847 Degrees,153
