Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(307),39.253 21.844 Degrees,3.2,1,6,39.249 21.847 Degrees,39.257 21.841 Degrees,307
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(308),39.354 21.937 Degrees,2.7,2,6,39.350 21.940 Degrees,39.357 21.934 Degrees,308
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(309),39.232 21.817 Degrees,4.6,4,6,39.228 21.820 Degrees,39.235 21.814 Degrees,309
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(310),39.217 21.784 Degrees,4.5,5,6,39.214 21.787 Degrees,39.221 21.780 Degrees,310
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(311),39.210 21.777 Degrees,3.8,3,6,39.207 21.780 Degrees,39.214 21.773 Degrees,311
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(312),39.224 21.797 Degrees,3.8,3,6,39.221 21.800 Degrees,39.228 21.794 Degrees,312
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(313),39.210 21.851 Degrees,4.2,4,6,39.207 21.854 Degrees,39.214 21.847 Degrees,313
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(314),39.224 21.790 Degrees,3.7,3,6,39.221 21.794 Degrees,39.228 21.787 Degrees,314
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(315),39.232 21.851 Degrees,3.2,2,6,39.228 21.854 Degrees,39.235 21.847 Degrees,315
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(316),39.232 21.824 Degrees,4.1,4,6,39.228 21.827 Degrees,39.235 21.820 Degrees,316
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(317),39.232 21.784 Degrees,3.3,2,6,39.228 21.787 Degrees,39.235 21.780 Degrees,317
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(318),39.203 21.844 Degrees,4.1,4,6,39.199 21.847 Degrees,39.207 21.841 Degrees,318
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(319),39.246 21.831 Degrees,3.7,3,6,39.242 21.834 Degrees,39.249 21.827 Degrees,319
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(320),39.217 21.777 Degrees,3.4,3,6,39.214 21.780 Degrees,39.221 21.773 Degrees,320
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(321),39.289 21.924 Degrees,2.8,2,6,39.286 21.927 Degrees,39.293 21.921 Degrees,321
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(322),39.203 21.851 Degrees,4.3,4,6,39.199 21.854 Degrees,39.207 21.847 Degrees,322
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(323),39.232 21.870 Degrees,4.6,5,6,39.228 21.874 Degrees,39.235 21.867 Degrees,323
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(324),39.361 21.937 Degrees,3.0,2,6,39.357 21.940 Degrees,39.364 21.934 Degrees,324
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(325),39.346 21.911 Degrees,2.3,2,6,39.343 21.914 Degrees,39.350 21.907 Degrees,325
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(326),39.238 21.864 Degrees,3.8,3,6,39.235 21.867 Degrees,39.242 21.860 Degrees,326
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(327),39.232 21.837 Degrees,3.8,4,6,39.228 21.841 Degrees,39.235 21.834 Degrees,327
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(328),39.210 21.837 Degrees,4.1,4,6,39.207 21.841 Degrees,39.214 21.834 Degrees,328
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(329),39.253 21.864 Degrees,8.4,9,6,39.249 21.867 Degrees,39.257 21.860 Degrees,329
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(330),39.238 21.837 Degrees,3.7,3,6,39.235 21.841 Degrees,39.242 21.834 Degrees,330
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(331),39.375 21.931 Degrees,3.2,4,6,39.372 21.934 Degrees,39.379 21.927 Degrees,331
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(332),39.246 21.870 Degrees,5.6,4,6,39.242 21.874 Degrees,39.249 21.867 Degrees,332
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(333),39.203 21.864 Degrees,5.0,5,6,39.199 21.867 Degrees,39.207 21.860 Degrees,333
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(334),39.296 21.931 Degrees,3.8,4,6,39.293 21.934 Degrees,39.300 21.927 Degrees,334
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(335),39.282 21.931 Degrees,4.0,3,6,39.278 21.934 Degrees,39.285 21.927 Degrees,335
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(336),39.232 21.777 Degrees,4.4,5,6,39.228 21.780 Degrees,39.235 21.773 Degrees,336
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(337),39.361 21.924 Degrees,3.9,4,6,39.357 21.927 Degrees,39.364 21.921 Degrees,337
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(338),39.368 21.931 Degrees,3.6,3,6,39.364 21.934 Degrees,39.372 21.927 Degrees,338
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(339),39.203 21.817 Degrees,4.0,4,6,39.199 21.820 Degrees,39.207 21.814 Degrees,339
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(340),39.311 21.937 Degrees,3.4,2,6,39.307 21.940 Degrees,39.314 21.934 Degrees,340
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(341),39.203 21.824 Degrees,4.2,4,6,39.199 21.827 Degrees,39.207 21.820 Degrees,341
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(342),39.260 21.857 Degrees,7.3,7,6,39.257 21.860 Degrees,39.264 21.854 Degrees,342
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(343),39.217 21.797 Degrees,4.2,4,6,39.214 21.800 Degrees,39.221 21.794 Degrees,343
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(344),39.210 21.831 Degrees,4.3,4,6,39.207 21.834 Degrees,39.214 21.827 Degrees,344
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(345),39.354 21.911 Degrees,3.5,2,6,39.350 21.914 Degrees,39.357 21.907 Degrees,345
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(346),39.210 21.817 Degrees,3.7,4,6,39.207 21.820 Degrees,39.214 21.814 Degrees,346
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(347),39.354 21.917 Degrees,2.7,2,6,39.350 21.920 Degrees,39.357 21.914 Degrees,347
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(348),39.232 21.864 Degrees,3.4,3,6,39.228 21.867 Degrees,39.235 21.860 Degrees,348
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(349),39.346 21.917 Degrees,3.5,3,6,39.343 21.920 Degrees,39.350 21.914 Degrees,349
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(350),39.253 21.884 Degrees,8.7,10,6,39.249 21.887 Degrees,39.257 21.881 Degrees,350
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(351),39.684 21.784 Degrees,3.1,2,6,39.681 21.787 Degrees,39.688 21.780 Degrees,351
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(352),39.720 21.804 Degrees,3.1,2,6,39.717 21.807 Degrees,39.724 21.800 Degrees,352
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(353),39.684 21.790 Degrees,4.6,4,6,39.681 21.794 Degrees,39.688 21.787 Degrees,353
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(354),39.648 21.784 Degrees,4.0,1,6,39.645 21.787 Degrees,39.652 21.780 Degrees,354
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(355),39.691 21.784 Degrees,3.0,2,6,39.688 21.787 Degrees,39.695 21.780 Degrees,355
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(356),39.576 21.931 Degrees,3.9,2,6,39.573 21.934 Degrees,39.580 21.927 Degrees,356
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(357),39.691 21.797 Degrees,4.3,3,6,39.688 21.800 Degrees,39.695 21.794 Degrees,357
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(358),39.663 21.777 Degrees,3.6,2,6,39.659 21.780 Degrees,39.666 21.773 Degrees,358
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(359),39.548 21.831 Degrees,4.0,4,6,39.544 21.834 Degrees,39.551 21.827 Degrees,359
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(360),39.699 21.790 Degrees,4.2,4,6,39.695 21.794 Degrees,39.702 21.787 Degrees,360
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(361),39.706 21.790 Degrees,4.2,4,6,39.702 21.794 Degrees,39.710 21.787 Degrees,361
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(362),39.548 21.851 Degrees,4.0,4,6,39.544 21.854 Degrees,39.551 21.847 Degrees,362
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(363),39.720 21.797 Degrees,4.0,4,6,39.717 21.800 Degrees,39.724 21.794 Degrees,363
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(364),39.598 21.804 Degrees,5.2,6,6,39.595 21.807 Degrees,39.602 21.800 Degrees,364
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(365),39.720 21.790 Degrees,5.2,6,6,39.717 21.794 Degrees,39.724 21.787 Degrees,365
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(366),39.684 21.810 Degrees,4.0,4,6,39.681 21.814 Degrees,39.688 21.807 Degrees,366
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(367),39.591 21.804 Degrees,4.3,4,6,39.587 21.807 Degrees,39.595 21.800 Degrees,367
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(368),39.713 21.797 Degrees,3.8,4,6,39.710 21.800 Degrees,39.717 21.794 Degrees,368
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(369),39.684 21.797 Degrees,4.9,5,6,39.681 21.800 Degrees,39.688 21.794 Degrees,369
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(370),39.691 21.790 Degrees,4.3,4,6,39.688 21.794 Degrees,39.695 21.787 Degrees,370
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(371),39.713 21.804 Degrees,3.1,2,6,39.710 21.807 Degrees,39.717 21.800 Degrees,371
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(372),39.576 21.817 Degrees,4.7,4,6,39.573 21.820 Degrees,39.580 21.814 Degrees,372
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(373),39.684 21.777 Degrees,4.1,4,6,39.681 21.780 Degrees,39.688 21.773 Degrees,373
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(374),39.713 21.790 Degrees,3.5,3,6,39.710 21.794 Degrees,39.717 21.787 Degrees,374
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(375),39.641 21.790 Degrees,4.6,4,6,39.638 21.794 Degrees,39.645 21.787 Degrees,375
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(376),39.548 21.824 Degrees,4.5,5,6,39.544 21.827 Degrees,39.551 21.820 Degrees,376
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(377),39.634 21.797 Degrees,5.3,6,6,39.631 21.800 Degrees,39.638 21.794 Degrees,377
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(378),39.605 21.804 Degrees,5.2,4,6,39.602 21.807 Degrees,39.609 21.800 Degrees,378
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(379),39.548 21.857 Degrees,3.2,2,6,39.544 21.860 Degrees,39.551 21.854 Degrees,379
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(380),39.555 21.824 Degrees,4.2,4,6,39.551 21.827 Degrees,39.558 21.820 Degrees,380
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(381),39.461 21.851 Degrees,4.2,5,6,39.458 21.854 Degrees,39.465 21.847 Degrees,381
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(382),39.483 21.851 Degrees,5.0,5,6,39.480 21.854 Degrees,39.487 21.847 Degrees,382
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(383),39.476 21.851 Degrees,4.5,5,6,39.472 21.854 Degrees,39.479 21.847 Degrees,383
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(384),39.433 21.810 Degrees,1.8,1,6,39.429 21.814 Degrees,39.436 21.807 Degrees,384
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(385),39.541 21.831 Degrees,4.9,5,6,39.537 21.834 Degrees,39.544 21.827 Degrees,385
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(386),39.418 21.864 Degrees,4.3,1,6,39.415 21.867 Degrees,39.422 21.860 Degrees,386
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(387),39.519 21.844 Degrees,4.2,4,6,39.516 21.847 Degrees,39.523 21.841 Degrees,387
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(388),39.390 21.924 Degrees,4.0,4,6,39.386 21.927 Degrees,39.393 21.921 Degrees,388
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(389),39.526 21.844 Degrees,4.0,4,6,39.523 21.847 Degrees,39.530 21.841 Degrees,389
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(390),39.404 21.831 Degrees,1.0,1,6,39.401 21.834 Degrees,39.408 21.827 Degrees,390
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(391),39.533 21.837 Degrees,4.8,5,6,39.530 21.841 Degrees,39.537 21.834 Degrees,391
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(392),39.397 21.911 Degrees,4.1,4,6,39.393 21.914 Degrees,39.400 21.907 Degrees,392
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(393),39.519 21.837 Degrees,4.0,4,6,39.516 21.841 Degrees,39.523 21.834 Degrees,393
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(394),39.469 21.851 Degrees,3.3,3,6,39.465 21.854 Degrees,39.472 21.847 Degrees,394
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(395),39.454 21.844 Degrees,3.3,1,6,39.451 21.847 Degrees,39.458 21.841 Degrees,395
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(396),39.390 21.917 Degrees,4.1,4,6,39.386 21.920 Degrees,39.393 21.914 Degrees,396
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(397),39.526 21.837 Degrees,4.2,4,6,39.523 21.841 Degrees,39.530 21.834 Degrees,397
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(398),39.404 21.911 Degrees,4.0,4,6,39.401 21.914 Degrees,39.408 21.907 Degrees,398
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(399),39.397 21.670 Degrees,4.3,1,6,39.393 21.673 Degrees,39.400 21.667 Degrees,399
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(400),39.548 21.684 Degrees,1.5,1,6,39.544 21.687 Degrees,39.551 21.680 Degrees,400
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(401),39.131 21.644 Degrees,3.8,3,6,39.127 21.647 Degrees,39.134 21.640 Degrees,401
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(402),39.117 21.644 Degrees,3.4,2,6,39.113 21.647 Degrees,39.120 21.640 Degrees,402
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(403),39.095 21.770 Degrees,3.7,3,6,39.092 21.773 Degrees,39.099 21.767 Degrees,403
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(404),39.073 21.737 Degrees,2.7,2,6,39.070 21.740 Degrees,39.077 21.734 Degrees,404
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(405),39.160 21.617 Degrees,2.9,2,6,39.156 21.620 Degrees,39.163 21.614 Degrees,405
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(406),39.138 21.624 Degrees,3.8,3,6,39.134 21.627 Degrees,39.142 21.620 Degrees,406
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(407),39.131 21.670 Degrees,4.0,4,6,39.127 21.673 Degrees,39.134 21.667 Degrees,407
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(408),39.145 21.764 Degrees,4.0,3,6,39.142 21.767 Degrees,39.149 21.760 Degrees,408
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(409),39.117 21.624 Degrees,2.3,2,6,39.113 21.627 Degrees,39.120 21.620 Degrees,409
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(410),39.109 21.624 Degrees,2.8,2,6,39.106 21.627 Degrees,39.113 21.620 Degrees,410
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(411),39.102 21.657 Degrees,3.7,2,6,39.099 21.660 Degrees,39.106 21.654 Degrees,411
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(412),39.081 21.717 Degrees,3.4,3,6,39.077 21.720 Degrees,39.084 21.714 Degrees,412
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(413),39.152 21.637 Degrees,3.8,4,6,39.149 21.640 Degrees,39.156 21.634 Degrees,413
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(414),39.188 21.624 Degrees,3.1,2,6,39.185 21.627 Degrees,39.192 21.620 Degrees,414
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(415),39.109 21.697 Degrees,4.0,3,6,39.106 21.700 Degrees,39.113 21.693 Degrees,415
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(416),39.109 21.770 Degrees,3.6,3,6,39.106 21.773 Degrees,39.113 21.767 Degrees,416
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(417),39.181 21.630 Degrees,2.6,2,6,39.178 21.633 Degrees,39.185 21.627 Degrees,417
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(418),39.124 21.724 Degrees,5.8,6,6,39.120 21.727 Degrees,39.127 21.720 Degrees,418
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(419),39.102 21.670 Degrees,4.7,4,6,39.099 21.673 Degrees,39.106 21.667 Degrees,419
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(420),39.167 21.770 Degrees,4.1,4,6,39.163 21.773 Degrees,39.171 21.767 Degrees,420
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(421),39.109 21.757 Degrees,4.6,5,6,39.106 21.760 Degrees,39.113 21.754 Degrees,421
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(422),39.089 21.703 Degrees,3.9,3,6,39.086 21.706 Degrees,39.092 21.700 Degrees,422
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(423),39.196 21.744 Degrees,3.8,3,6,39.192 21.747 Degrees,39.199 21.740 Degrees,423
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(424),39.109 21.657 Degrees,4.1,3,6,39.106 21.660 Degrees,39.113 21.654 Degrees,424
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(425),39.117 21.697 Degrees,3.9,3,6,39.113 21.700 Degrees,39.120 21.693 Degrees,425
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(426),39.081 21.764 Degrees,3.9,3,6,39.077 21.767 Degrees,39.084 21.760 Degrees,426
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(427),39.059 21.764 Degrees,4.8,6,6,39.056 21.767 Degrees,39.063 21.760 Degrees,427
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(428),39.081 21.744 Degrees,4.2,3,6,39.077 21.747 Degrees,39.084 21.740 Degrees,428
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(429),39.081 21.737 Degrees,2.5,2,6,39.077 21.740 Degrees,39.084 21.734 Degrees,429
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(430),39.095 21.697 Degrees,3.6,3,6,39.092 21.700 Degrees,39.099 21.693 Degrees,430
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(431),39.124 21.650 Degrees,4.3,4,6,39.120 21.654 Degrees,39.127 21.647 Degrees,431
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(432),39.102 21.770 Degrees,2.7,2,6,39.099 21.773 Degrees,39.106 21.767 Degrees,432
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(433),39.188 21.770 Degrees,3.8,3,6,39.185 21.773 Degrees,39.192 21.767 Degrees,433
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(434),39.095 21.710 Degrees,3.6,3,6,39.092 21.714 Degrees,39.099 21.707 Degrees,434
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(435),39.152 21.624 Degrees,3.4,2,6,39.149 21.627 Degrees,39.156 21.620 Degrees,435
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(436),39.124 21.690 Degrees,3.1,2,6,39.120 21.693 Degrees,39.127 21.687 Degrees,436
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(437),39.181 21.764 Degrees,3.1,2,6,39.178 21.767 Degrees,39.185 21.760 Degrees,437
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(438),39.073 21.764 Degrees,4.1,4,6,39.070 21.767 Degrees,39.077 21.760 Degrees,438
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(439),39.138 21.751 Degrees,3.7,3,6,39.134 21.754 Degrees,39.142 21.747 Degrees,439
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(440),39.095 21.704 Degrees,4.1,3,6,39.092 21.707 Degrees,39.099 21.700 Degrees,440
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(441),39.145 21.751 Degrees,3.9,4,6,39.142 21.754 Degrees,39.149 21.747 Degrees,441
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(442),39.145 21.710 Degrees,3.0,1,6,39.142 21.714 Degrees,39.149 21.707 Degrees,442
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(443),39.131 21.744 Degrees,3.5,2,6,39.127 21.747 Degrees,39.134 21.740 Degrees,443
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(444),39.117 21.630 Degrees,3.6,2,6,39.113 21.633 Degrees,39.120 21.627 Degrees,444
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(445),39.167 21.617 Degrees,2.8,2,6,39.163 21.620 Degrees,39.171 21.614 Degrees,445
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(446),39.109 21.717 Degrees,3.8,4,6,39.106 21.720 Degrees,39.113 21.714 Degrees,446
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(447),39.084 21.711 Degrees,3.5,4,6,39.083 21.714 Degrees,39.084 21.709 Degrees,447
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(448),39.124 21.757 Degrees,3.9,3,6,39.120 21.760 Degrees,39.127 21.754 Degrees,448
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(449),39.196 21.624 Degrees,3.1,2,6,39.192 21.627 Degrees,39.199 21.620 Degrees,449
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(450),39.196 21.677 Degrees,3.5,2,6,39.192 21.680 Degrees,39.199 21.673 Degrees,450
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(451),39.102 21.764 Degrees,3.2,2,6,39.099 21.767 Degrees,39.106 21.760 Degrees,451
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(452),39.066 21.751 Degrees,3.1,2,6,39.063 21.754 Degrees,39.070 21.747 Degrees,452
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(453),39.102 21.697 Degrees,3.9,3,6,39.099 21.700 Degrees,39.106 21.693 Degrees,453
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(454),39.124 21.751 Degrees,3.5,3,6,39.120 21.754 Degrees,39.127 21.748 Degrees,454
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(455),39.145 21.737 Degrees,4.8,5,6,39.142 21.740 Degrees,39.149 21.734 Degrees,455
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(456),39.138 21.770 Degrees,3.4,2,6,39.134 21.773 Degrees,39.142 21.767 Degrees,456
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(457),39.102 21.677 Degrees,4.4,4,6,39.099 21.680 Degrees,39.106 21.673 Degrees,457
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(458),39.145 21.617 Degrees,3.0,2,6,39.142 21.620 Degrees,39.149 21.614 Degrees,458
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(459),39.102 21.684 Degrees,4.1,4,6,39.099 21.687 Degrees,39.106 21.680 Degrees,459
